m1`=-0.5 m1=-0.5 0
m2`=-0.5 m2=-0.5 0
m1`=-0.5 m1=-0.5 0
m2`=-0.5 m2=0.5 0
m1`=-0.5 m1=0.5 0
m2`=-0.5 m2=-0.5 0
m1`=-0.5 m1=0.5 0
m2`=-0.5 m2=0.5 1.00000000000000
m1`=-0.5 m1=-0.5 0
m2`=0.5 m2=-0.5 0
m1`=-0.5 m1=-0.5 0
m2`=0.5 m2=0.5 0
m1`=-0.5 m1=0.5 0
m2`=0.5 m2=-0.5 0
m1`=-0.5 m1=0.5 0
m2`=0.5 m2=0.5 1.00000000000000
m1`=0.5 m1=-0.5 0
m2`=-0.5 m2=-0.5 0
m1`=0.5 m1=-0.5 0
m2`=-0.5 m2=0.5 0
m1`=0.5 m1=0.5 0
m2`=-0.5 m2=-0.5 0
m1`=0.5 m1=0.5 0
m2`=-0.5 m2=0.5 1.00000000000000
m1`=0.5 m1=-0.5 1.00000000000000
m2`=0.5 m2=-0.5 0
m1`=0.5 m1=-0.5 1.00000000000000
m2`=0.5 m2=0.5 0
m1`=0.5 m1=0.5 1.00000000000000
m2`=0.5 m2=-0.5 0
m1`=0.5 m1=0.5 1.00000000000000
m2`=0.5 m2=0.5 1.00000000000000
